 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 2 1 0 0
 3 2 1 1 0
 4 2 1 1 0
 5 2 1 2 0
 6 2 1 2 0
 7 2 1 2 0
 8 2 1 2 0
 9 2 1 3 0
 10 2 1 3 0
 11 2 1 3 0
 12 2 1 3 0
 13 2 1 3 0
 14 2 1 3 0
 15 2 1 3 0
 16 2 1 3 0
 17 2 1 3 0
 18 2 1 3 0
 19 2 1 3 0
 20 2 1 3 0
 21 2 1 3 0
 22 2 1 4 0
 23 2 1 5 0
 24 2 1 5 0
 25 2 1 5 0
 26 2 1 5 0
 27 2 1 5 0
 28 2 1 5 0
 29 2 1 5 0
 30 2 1 5 0
 31 2 1 5 0
 32 2 1 5 0
 33 2 1 5 0
 34 2 1 5 0
 35 2 1 5 0
 36 2 1 5 0
 37 2 1 5 0
 38 2 1 5 0
 39 2 1 5 0
 40 2 1 5 0
 41 2 1 5 0
 42 2 1 5 0
 43 2 1 5 0
 44 2 1 5 0
 45 2 1 5 0
 46 2 1 5 0
 47 3 1 5 0
 48 3 1 5 0
 49 3 1 5 0
 50 3 1 5 0
 51 3 1 5 0
 52 3 1 5 0
 53 3 1 5 0
 54 3 1 5 0
 55 3 1 5 0
 56 3 1 5 0
 57 3 1 5 0
 58 3 1 5 0
 59 3 1 5 0
 60 3 1 5 0
 61 3 1 5 0
 62 3 1 5 0
 63 3 1 5 0
 64 3 1 5 0
 65 3 1 5 0
 66 3 1 5 0
 67 3 1 5 0
 68 3 1 5 0
 69 3 1 5 0
 70 3 1 5 0
 71 3 1 5 0
 72 3 1 5 0
 73 3 1 5 0
 74 3 1 5 0
 75 3 1 5 0
 76 3 1 5 0
 77 3 1 5 0
 78 3 1 5 0
 79 3 1 5 0
 80 3 1 5 0
 81 3 1 5 0
 82 3 1 5 0
 83 3 1 5 0
 84 3 1 5 0
 85 3 1 5 0
 86 3 1 5 0
 87 3 1 5 0
 88 3 1 5 0
 89 3 1 5 0
 90 3 1 5 0
 91 3 1 5 0
 92 3 1 5 0
 93 3 1 5 0
 94 3 1 5 0
 95 3 1 5 0
 96 3 1 5 0
 97 3 1 5 0
 98 3 1 5 0
 99 3 1 5 0
 100 3 1 5 0
