 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 1 0
 3 2 0 1 0
 4 2 0 1 0
 5 2 0 1 0
 6 2 0 1 0
 7 2 0 1 0
 8 2 0 1 0
 9 2 0 1 1
 10 2 0 1 1
 11 2 0 2 1
 12 2 0 2 1
 13 2 0 2 1
 14 3 0 2 1
 15 3 0 2 1
 16 3 0 2 1
 17 3 0 2 1
 18 3 0 2 1
 19 3 0 2 1
 20 4 0 2 1
 21 4 0 2 1
 22 4 0 2 1
 23 4 0 2 1
 24 4 0 2 1
 25 4 0 2 1
 26 4 0 2 1
 27 4 0 2 1
 28 4 0 2 1
 29 4 0 2 1
 30 4 0 2 1
 31 5 0 2 1
 32 5 0 2 1
 33 5 0 3 1
 34 5 0 3 1
 35 5 0 3 1
 36 5 0 3 1
 37 5 0 3 1
 38 5 0 3 1
 39 5 0 3 1
 40 5 0 3 1
 41 5 0 3 1
 42 5 0 3 1
 43 5 0 3 1
 44 5 0 3 1
 45 5 0 3 1
 46 5 0 3 1
 47 5 0 3 1
 48 5 0 3 1
 49 5 0 3 1
 50 5 0 3 1
 51 5 0 3 1
 52 5 0 3 1
 53 5 0 3 1
 54 5 0 3 1
 55 5 0 3 1
 56 5 0 3 1
 57 5 0 3 1
 58 5 0 3 1
 59 5 0 3 1
 60 5 0 3 1
 61 5 0 3 1
 62 5 0 3 1
 63 5 0 3 1
 64 5 0 3 1
 65 5 0 3 1
 66 5 0 3 1
 67 5 0 3 1
 68 5 0 3 1
 69 5 0 3 1
 70 5 0 3 1
 71 5 0 3 1
 72 5 0 3 1
 73 5 0 3 1
 74 5 0 3 1
 75 5 0 3 1
 76 5 0 3 1
 77 5 0 3 1
 78 5 0 3 1
 79 5 0 3 1
 80 5 0 3 1
 81 5 0 3 1
 82 5 0 3 1
 83 5 0 3 1
 84 5 0 3 1
 85 5 0 3 1
 86 5 0 3 1
 87 5 0 3 1
 88 5 0 3 1
 89 5 0 3 1
 90 5 0 3 1
 91 5 0 3 1
 92 5 0 3 1
 93 5 0 3 1
 94 5 0 3 1
 95 6 0 3 1
 96 6 0 3 1
 97 6 0 3 1
 98 7 0 3 1
 99 7 0 3 1
 100 7 0 3 1
