 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 0 0
 3 0 0 0 0
 4 0 0 0 0
 5 0 0 0 0
 6 0 0 0 0
 7 0 0 0 0
 8 0 0 0 0
 9 0 0 0 0
 10 0 0 0 0
 11 0 0 1 0
 12 0 0 1 0
 13 0 0 1 0
 14 0 0 1 0
 15 0 0 1 0
 16 0 0 1 0
 17 0 0 1 0
 18 0 0 1 1
 19 0 0 1 1
 20 0 0 1 1
 21 0 0 1 1
 22 0 0 1 1
 23 0 0 1 1
 24 0 0 1 1
 25 0 0 1 1
 26 0 0 1 1
 27 0 0 1 1
 28 0 0 1 1
 29 0 0 1 1
 30 0 0 1 1
 31 0 0 1 1
 32 0 0 1 1
 33 0 0 1 1
 34 0 0 1 1
 35 0 0 1 1
 36 0 0 1 1
 37 0 0 1 1
 38 0 0 1 1
 39 1 0 1 1
 40 1 0 1 1
 41 1 0 1 1
 42 1 0 1 1
 43 1 0 1 1
 44 1 0 1 1
 45 1 0 1 1
 46 1 0 1 1
 47 1 0 1 1
 48 1 0 1 1
 49 1 0 1 1
 50 1 0 1 1
 51 1 0 1 1
 52 1 0 1 1
 53 1 0 1 1
 54 1 0 1 1
 55 1 0 1 1
 56 1 0 1 1
 57 1 0 1 1
 58 1 0 1 1
 59 1 0 1 1
 60 1 0 1 1
 61 1 0 1 1
 62 1 0 1 1
 63 1 0 1 1
 64 1 0 1 1
 65 1 0 1 1
 66 2 0 1 1
 67 2 0 1 1
 68 2 0 1 1
 69 2 0 1 1
 70 2 0 1 1
 71 2 0 1 1
 72 2 0 1 1
 73 2 0 1 1
 74 2 0 1 1
 75 2 0 1 1
 76 2 0 1 1
 77 2 0 1 1
 78 2 0 1 1
 79 2 0 1 1
 80 2 0 1 1
 81 2 0 1 1
 82 2 0 1 1
 83 2 0 1 1
 84 3 0 1 1
 85 3 0 1 1
 86 3 0 1 1
 87 3 0 1 1
 88 3 0 1 1
 89 3 0 1 1
 90 3 0 1 1
 91 3 0 1 1
 92 3 0 1 1
 93 3 0 1 1
 94 3 0 1 1
 95 3 0 1 1
 96 3 0 1 1
 97 3 0 1 1
 98 3 0 1 1
 99 3 0 1 1
 100 3 0 1 1
