 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 1 0 1 0
 3 2 0 1 0
 4 2 0 2 0
 5 2 0 3 1
 6 2 0 3 1
 7 2 0 3 1
 8 2 0 4 1
 9 2 0 4 1
 10 2 0 4 1
 11 2 0 4 1
 12 2 0 4 1
 13 2 0 5 1
 14 4 0 5 1
 15 4 0 5 1
 16 4 0 5 1
 17 4 0 5 1
 18 4 0 5 1
 19 4 0 5 1
 20 4 0 5 1
 21 4 0 5 1
 22 4 0 5 1
 23 4 0 5 1
 24 4 0 5 1
 25 5 0 5 1
 26 5 0 5 1
 27 5 0 5 1
 28 5 0 5 1
 29 5 0 5 1
 30 5 0 5 1
 31 5 0 5 1
 32 5 0 5 1
 33 5 0 5 1
 34 5 0 5 1
 35 5 0 5 1
 36 5 0 5 1
 37 5 0 5 1
 38 5 0 5 1
 39 5 0 5 1
 40 5 0 5 1
 41 5 0 5 1
 42 5 0 5 1
 43 5 0 5 1
 44 5 0 5 1
 45 5 0 5 1
 46 5 0 5 1
 47 5 0 5 1
 48 5 0 5 1
 49 5 0 5 1
 50 5 0 5 1
 51 5 0 5 1
 52 5 1 5 1
 53 5 1 5 1
 54 5 1 5 1
 55 5 1 5 1
 56 5 1 5 1
 57 5 1 5 1
 58 5 1 5 1
 59 5 1 5 1
 60 5 1 5 1
 61 5 1 5 1
 62 5 1 5 1
 63 5 1 5 1
 64 5 1 5 1
 65 5 1 5 1
 66 5 1 5 1
 67 5 1 5 1
 68 5 1 5 1
 69 5 1 5 1
 70 5 1 5 1
 71 5 1 5 1
 72 5 1 5 1
 73 5 1 5 1
 74 5 1 5 1
 75 5 1 5 1
 76 5 1 5 1
 77 5 1 5 1
 78 5 1 5 1
 79 5 1 5 1
 80 5 1 5 1
 81 5 1 5 1
 82 5 1 5 1
 83 5 1 5 1
 84 5 1 5 1
 85 5 1 5 1
 86 5 1 5 1
 87 5 1 5 1
 88 5 1 5 1
 89 5 1 5 1
 90 5 1 5 1
 91 5 1 5 1
 92 5 1 5 1
 93 5 1 5 1
 94 6 1 5 1
 95 6 1 5 1
 96 6 1 5 1
 97 6 1 5 1
 98 6 1 5 1
 99 6 1 5 1
 100 6 1 5 1
