 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 1 0 0 0
 3 1 0 0 1
 4 1 0 1 2
 5 1 0 1 2
 6 1 0 1 2
 7 1 0 2 2
 8 1 0 2 2
 9 1 0 3 2
 10 1 0 3 2
 11 1 0 3 2
 12 1 0 3 2
 13 1 0 3 2
 14 1 0 3 2
 15 1 0 3 2
 16 1 0 3 2
 17 1 0 3 2
 18 1 0 3 2
 19 1 0 3 2
 20 1 0 3 2
 21 1 0 3 2
 22 1 0 3 2
 23 1 0 3 2
 24 1 0 3 2
 25 1 0 3 2
 26 1 0 3 2
 27 1 0 3 2
 28 1 0 3 2
 29 1 0 3 2
 30 1 0 3 2
 31 1 0 3 2
 32 1 0 3 2
 33 1 0 3 2
 34 1 0 3 2
 35 1 0 3 2
 36 1 0 3 2
 37 1 0 3 2
 38 1 0 3 2
 39 1 0 3 2
 40 1 0 3 2
 41 1 0 3 2
 42 1 0 3 2
 43 1 0 3 2
 44 1 0 3 2
 45 1 0 3 2
 46 1 0 3 2
 47 1 0 3 2
 48 1 0 3 2
 49 1 0 3 2
 50 1 0 3 2
 51 1 0 3 2
 52 1 0 3 2
 53 1 0 3 2
 54 1 0 3 2
 55 1 0 3 2
 56 1 0 3 2
 57 1 0 3 2
 58 1 0 3 2
 59 1 0 3 2
 60 1 0 3 2
 61 1 0 3 2
 62 1 0 3 2
 63 1 0 3 2
 64 1 0 3 2
 65 1 0 3 2
 66 1 0 3 2
 67 1 0 3 2
 68 1 0 3 2
 69 1 0 3 2
 70 1 0 3 2
 71 1 0 3 2
 72 1 0 3 2
 73 1 0 3 2
 74 1 0 3 2
 75 1 0 3 2
 76 1 0 3 2
 77 1 0 3 2
 78 1 0 3 2
 79 1 0 3 2
 80 1 0 3 2
 81 1 0 3 2
 82 1 0 3 2
 83 1 0 3 2
 84 1 0 3 2
 85 1 0 3 2
 86 1 0 3 2
 87 1 0 3 2
 88 1 0 3 2
 89 1 0 3 2
 90 1 0 3 2
 91 1 0 3 2
 92 1 0 3 2
 93 1 0 3 2
 94 1 0 3 2
 95 1 0 3 2
 96 1 0 3 2
 97 1 0 3 2
 98 1 0 3 2
 99 1 0 3 2
 100 1 0 3 2
