 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 1 0 0 0
 3 1 0 0 0
 4 1 0 0 0
 5 1 0 0 0
 6 1 0 0 0
 7 1 0 0 1
 8 1 0 0 1
 9 1 0 0 1
 10 1 0 0 1
 11 1 0 0 1
 12 1 0 0 1
 13 1 0 0 1
 14 1 0 0 1
 15 1 0 0 1
 16 1 0 0 1
 17 1 0 0 1
 18 1 0 0 1
 19 1 0 0 1
 20 1 0 0 1
 21 1 0 0 1
 22 1 0 0 1
 23 1 0 0 1
 24 1 0 0 1
 25 1 0 0 1
 26 1 0 0 1
 27 1 0 0 2
 28 1 0 0 2
 29 1 0 0 2
 30 1 0 0 2
 31 1 0 0 2
 32 1 0 0 2
 33 1 0 0 2
 34 1 0 0 2
 35 1 0 0 2
 36 1 0 0 2
 37 1 0 0 2
 38 1 0 0 2
 39 1 0 0 2
 40 1 0 0 2
 41 1 0 0 2
 42 1 0 0 2
 43 1 0 0 2
 44 1 0 0 2
 45 1 0 0 2
 46 1 0 0 2
 47 1 0 0 2
 48 1 0 0 2
 49 1 0 0 2
 50 1 0 0 2
 51 1 0 0 2
 52 1 0 0 2
 53 1 0 0 2
 54 1 0 0 2
 55 1 0 0 2
 56 1 0 0 2
 57 1 0 0 2
 58 1 0 0 2
 59 1 0 0 2
 60 1 0 0 2
 61 1 0 0 2
 62 1 0 0 2
 63 1 0 0 2
 64 1 0 0 2
 65 1 0 0 2
 66 1 0 0 2
 67 1 0 0 2
 68 1 0 0 2
 69 1 0 0 2
 70 1 0 0 2
 71 1 0 0 2
 72 1 0 0 2
 73 1 0 1 2
 74 1 0 1 2
 75 1 0 1 2
 76 1 0 1 2
 77 1 0 1 2
 78 1 0 1 2
 79 1 0 1 2
 80 1 0 1 2
 81 1 0 1 2
 82 1 0 1 2
 83 1 0 1 2
 84 1 0 1 2
 85 1 0 1 2
 86 1 0 1 2
 87 1 0 1 2
 88 1 0 1 2
 89 1 0 1 2
 90 1 0 1 2
 91 1 0 1 2
 92 1 0 1 2
 93 1 0 1 2
 94 1 0 1 2
 95 1 0 1 2
 96 1 0 1 2
 97 1 0 1 2
 98 1 0 1 2
 99 1 0 1 2
 100 1 0 1 2
