 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 1 0 1 0
 3 2 0 2 0
 4 2 0 3 0
 5 2 0 3 0
 6 2 0 4 1
 7 2 0 5 1
 8 2 0 5 1
 9 2 0 5 1
 10 2 0 5 1
 11 2 0 5 2
 12 2 0 5 2
 13 2 0 6 2
 14 2 0 6 2
 15 2 0 6 2
 16 2 0 6 2
 17 2 0 6 2
 18 2 0 6 2
 19 3 0 6 2
 20 4 0 6 2
 21 4 0 6 2
 22 4 0 7 2
 23 4 0 7 2
 24 4 0 7 2
 25 4 0 7 2
 26 4 0 7 2
 27 4 0 7 2
 28 4 0 7 2
 29 4 0 7 2
 30 4 0 7 2
 31 4 0 7 2
 32 4 0 7 2
 33 4 0 7 2
 34 4 0 7 2
 35 4 0 7 2
 36 4 0 7 2
 37 4 0 7 2
 38 4 0 7 2
 39 5 0 7 2
 40 5 0 7 2
 41 5 0 7 2
 42 5 0 7 2
 43 5 0 7 2
 44 5 0 7 2
 45 5 0 7 2
 46 5 0 7 2
 47 5 0 7 2
 48 5 0 7 2
 49 5 0 7 2
 50 5 0 7 2
 51 5 0 7 2
 52 5 0 7 2
 53 5 0 7 2
 54 5 0 7 2
 55 5 0 7 2
 56 5 0 7 2
 57 5 0 7 2
 58 5 0 7 2
 59 5 0 7 2
 60 5 0 7 2
 61 5 0 7 2
 62 5 0 7 2
 63 5 0 7 2
 64 5 0 7 2
 65 5 0 7 2
 66 5 0 7 2
 67 5 0 7 2
 68 5 0 7 2
 69 5 0 7 2
 70 5 0 7 2
 71 5 0 7 2
 72 5 0 7 2
 73 5 0 7 2
 74 5 0 7 2
 75 5 0 7 2
 76 5 0 7 2
 77 5 0 7 2
 78 5 0 7 2
 79 5 0 7 2
 80 5 0 7 2
 81 5 0 7 2
 82 5 0 7 2
 83 5 0 7 2
 84 5 0 7 2
 85 5 0 7 2
 86 5 0 7 2
 87 5 0 7 2
 88 5 0 7 2
 89 5 0 7 2
 90 5 0 7 2
 91 5 0 7 2
 92 5 0 7 2
 93 5 0 7 2
 94 5 0 7 2
 95 5 0 7 2
 96 5 0 7 2
 97 5 0 7 2
 98 5 0 7 2
 99 5 1 7 2
 100 5 1 7 2
