 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 0 0
 3 0 0 0 0
 4 0 0 0 0
 5 0 0 0 0
 6 0 1 0 0
 7 0 1 0 0
 8 0 1 0 0
 9 0 1 1 0
 10 0 1 1 0
 11 2 1 2 0
 12 2 1 2 0
 13 2 1 2 0
 14 2 1 2 0
 15 2 1 2 0
 16 2 1 2 0
 17 2 1 2 0
 18 2 1 2 0
 19 2 1 2 0
 20 2 1 2 0
 21 2 1 2 0
 22 2 1 2 0
 23 2 1 2 0
 24 2 1 2 0
 25 2 1 2 0
 26 2 1 2 0
 27 2 1 2 0
 28 2 1 2 0
 29 2 1 2 0
 30 2 1 2 0
 31 3 2 2 0
 32 4 2 2 0
 33 4 2 2 0
 34 4 2 2 0
 35 4 2 2 0
 36 4 2 2 0
 37 4 2 2 0
 38 4 2 2 0
 39 4 2 2 0
 40 4 2 2 0
 41 4 2 2 0
 42 4 2 2 0
 43 4 2 2 0
 44 4 2 2 0
 45 4 2 2 0
 46 4 2 2 0
 47 4 2 2 0
 48 4 2 2 0
 49 4 2 2 0
 50 4 2 2 0
 51 4 2 2 0
 52 4 2 2 0
 53 4 2 2 0
 54 4 2 2 0
 55 4 2 2 0
 56 4 2 2 0
 57 4 2 2 0
 58 4 2 2 0
 59 4 2 2 0
 60 4 2 2 0
 61 4 2 2 0
 62 4 2 2 0
 63 4 2 2 0
 64 5 2 2 0
 65 5 2 2 0
 66 5 2 2 0
 67 5 2 2 0
 68 5 2 2 0
 69 5 2 2 0
 70 5 2 2 0
 71 5 2 2 0
 72 5 2 2 0
 73 5 2 2 0
 74 5 2 2 0
 75 5 2 2 0
 76 6 2 2 0
 77 6 2 2 0
 78 6 2 2 0
 79 6 2 2 0
 80 6 2 2 0
 81 6 2 2 0
 82 6 2 2 0
 83 6 2 2 0
 84 6 2 2 0
 85 6 2 2 0
 86 6 2 2 0
 87 6 2 2 0
 88 6 2 2 0
 89 6 2 2 0
 90 6 2 2 0
 91 6 2 2 0
 92 6 2 2 0
 93 6 2 2 0
 94 6 2 2 0
 95 6 2 2 0
 96 6 2 2 0
 97 6 2 2 0
 98 6 2 2 0
 99 6 2 2 0
 100 6 2 2 0
