 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 0 0
 3 0 0 0 0
 4 1 1 0 0
 5 2 1 0 0
 6 2 1 0 0
 7 3 1 0 0
 8 3 1 0 1
 9 3 1 0 1
 10 3 1 0 1
 11 3 1 0 1
 12 3 1 0 1
 13 4 1 0 1
 14 4 1 0 1
 15 4 1 0 1
 16 4 1 0 1
 17 4 1 0 1
 18 4 1 0 1
 19 4 1 0 1
 20 4 1 0 1
 21 4 1 0 1
 22 4 1 0 1
 23 4 1 0 1
 24 4 1 0 1
 25 4 1 0 1
 26 4 1 0 1
 27 4 1 0 1
 28 6 1 0 1
 29 6 1 0 1
 30 6 1 0 1
 31 6 1 0 1
 32 6 1 0 1
 33 6 1 0 1
 34 6 1 0 1
 35 6 1 0 1
 36 6 1 0 1
 37 6 1 0 1
 38 6 1 0 1
 39 6 1 0 1
 40 6 1 0 1
 41 6 1 0 1
 42 6 1 0 1
 43 6 1 0 1
 44 6 1 0 1
 45 6 1 0 1
 46 6 1 0 1
 47 6 1 0 1
 48 6 1 0 1
 49 7 1 0 1
 50 7 1 0 1
 51 7 1 0 1
 52 7 1 0 1
 53 7 1 0 1
 54 7 1 0 1
 55 7 1 0 1
 56 7 1 0 1
 57 7 1 0 1
 58 7 1 0 1
 59 7 1 0 1
 60 7 1 0 1
 61 7 1 0 1
 62 7 1 0 1
 63 7 1 0 1
 64 7 1 0 1
 65 7 1 0 1
 66 7 1 0 1
 67 7 1 0 1
 68 7 1 0 1
 69 7 1 0 1
 70 7 1 0 1
 71 7 1 0 1
 72 7 1 0 1
 73 7 1 0 1
 74 7 1 0 1
 75 7 1 0 1
 76 7 1 0 1
 77 7 1 0 1
 78 7 1 0 1
 79 7 1 0 1
 80 7 1 0 1
 81 7 1 0 1
 82 7 1 0 1
 83 7 1 0 1
 84 7 1 0 1
 85 7 1 1 1
 86 7 1 1 1
 87 7 1 1 1
 88 7 1 1 1
 89 7 1 1 1
 90 7 1 1 1
 91 7 1 1 1
 92 7 1 1 1
 93 7 1 1 1
 94 7 1 1 1
 95 7 1 1 1
 96 7 1 1 1
 97 7 1 1 1
 98 7 1 1 1
 99 7 1 1 1
 100 7 1 1 1
